KEY,en,notes,sp,fr,de,it,pt-br,zh
POPUP_TRY_SAVESCUM_COUNT,(You have save scummed 1 time already on this adventure),,(Ya has hecho trampas 1 vez en esta aventura).,(Vous avez déjà bidouillé votre sauvegarde 1&nbsp;fois durant cette aventure.),(Du hast während dieses Abenteuers bereits einmal betrogen),(Hai già effettuato salvataggi a ripetizione una volta in quest'avventura),(Você já recarregou 1 vez nesta aventura),（您在这次冒险中已经存档重载1次）
POPUP_TRY_SAVESCUM_COUNT_PLURAL,(You have save scummed {count} times already on this adventure),,(Ya has hecho trampas {count} veces en esta aventura).,(Vous avez déjà bidouillé votre sauvegarde {count} fois durant cette aventure.),(Du hast während dieses Abenteuers bereits {count}-mal betrogen),(Hai già effettuato salvataggi a ripetizione {count} volte in quest'avventura),(Você já recarregou {count} vezes nesta aventura),（您在这次冒险中已经存档重载{count}次）
,,,,,,,,
ABILITY_EXPLOSIVESHOT_NAME,Explosive Shot,,Tiro explosivo,Tir explosif,Explosivschuss,Colpo Esplosivo,Disparo Explosivo,爆炸射击
ABILITY_EXPLOSIVESHOT_DESC,Lob a puke projectile that does splash damage to neighboring units.,,Lanza un proyectil de vómito que inflige daño por metralla a las unidades cercanas.,Lance un projectile de vomi qui inflige des dégâts de zone aux unités adjacentes.,"Ein Kotzgeschoss, das Hindernisse ignoriert und bei benachbarten Einheiten Flächenschaden verursacht.",Spari un proiettile di vomito che infligge danno ad area alle unità vicine.,Lance um projétil de vômito em arco que causa dano de propagação em unidades vizinhas.,"投掷一个呕吐物弹，
造成溅射伤害给相邻单位。"
EABILITY_DOUBLEHIT_NAME,Double Hit,,Doble golpe,Coup double,Doppelschlag,Colpo Doppio,Golpe Duplo,双重打击
EABILITY_DOUBLEHIT_DESC,A melee attack that hits twice.,,Un ataque cuerpo a cuerpo que golpea 2 veces.,Une attaque au corps-à-corps qui touche deux fois.,"Ein Nahkampfangriff, der zweimal trifft.",Un attacco corpo a corpo che colpisce due volte.,Um ataque corpo-a-corpo que golpeia duas vezes.,连续两次的近战攻击。
EABILITY_FLESHLAD_UPPERCUT_NAME,Uppercut,,Gancho,Uppercut,Kinnhaken,Montante,Upper,上钩拳
EABILITY_FLESHLAD_UPPERCUT_DESC,"Punch a unit, knocking it back 3 tiles and inflicting Bruise.
[s:.7](Castable once per turn.)[/s]",,"Le da un puñetazo a una unidad que la hace retroceder 3 casillas y le inflige moratón.
[s:.7](Se puede lanzar una vez por turno).[/s]","Un coup de poing qui repousse une unité de 3&nbsp;cases et lui inflige Contusion.
 [s:.7](Une fois par tour.)[/s]","Schlag eine Einheit, stoße sie 3&nbsp;Felder zurück und verursache Beulen bei ihr.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Colpisci un'unità, respingendola indietro di 3 caselle e infliggendole Livido.
[s:.7](Lanciabile una volta per turno.)[/s]","Soque uma unidade, empurrando-a 3 espaços para trás e aplicando contusão.
[s:.7](Um lançamento por turno.)[/s]","击打一个单位，
将其击退3格并造成挫伤。
[s:.7](每回合可施放一次。)[/s]"
FAMILIAR_PHANTOMMASK_DESC,Invulnerable. Attack it to knock it foward in a straight line. It deals 5 damage to units it hits.,same as OBJECT_PETROCK_DESC but with the Invulnerable mention added to the beginning,Invulnerable. Se desplaza hacia delante en línea recta cuando la atacan. Inflige 5 de daño a las unidades que golpea.,Invulnérable. L'attaquer le projette en ligne droite. Inflige 5&nbsp;dégâts aux unités qu'il touche.,"Unverwundbar. Greif ihn an, um ihn in einer geraden Linie nach vorn zu schleudern. Verursacht 5&nbsp;Schaden bei Einheiten, die er trifft.",Invulnerabile. Attaccala per proiettarla in avanti in linea retta. Infligge 5 di danno alle unità che colpisce.,Invulnerável. Ataque-a para empurrá-la para frente em linha reta. Causa 5 de dano nas unidades que forem acertadas.,"无敌。攻击它会将其直线击退。
它会对被击中的单位造成5点伤害。"
FAMILIAR_FLY_STEEL_DESC,Invulnerable.,,Invulnerable.,Invulnérable.,Unverwundbar.,Invulnerabile.,Invulnerabilidade.,无敌。
FAMILIAR_FLESHLAD_DESC,"Gains an extra attack per turn each time it takes damage.
Gains Speed at the end of its turn.",same as ENEMY_FLESHLAD_DESC but without the first sentence about how it attacks,"Obtiene un ataque extra por turno cada vez que sufre daño.
Obtiene velocidad al final del turno.","Gagne une attaque supplémentaire par tour chaque fois qu'il subit des dégâts.
Gagne en vitesse à la fin de son tour.","Erhält jedes Mal, wenn er Schaden erleidet, einen zusätzlichen Angriff pro Zug.
Erhält am Ende seines Zuges Geschwindigkeit.","Ottiene un attacco aggiuntivo per turno ogni volta che subisce danno.
Ottiene Velocità alla fine del suo turno.","Obtém um ataque adicional por turno a cada vez que sofre dano.
Obtém velocidade no final de seu turno.","每次受到伤害时，
获得每回合一次额外攻击。
在回合结束时获得速度。"
,,,,,,,,
ITEM_THEBLACKBOX_NAME,the box,,la caja,La boîte,die box,la scatola,a caixa,箱子
ITEM_THEBLACKBOX_DESC,Use: Find and equip a random item into one of your empty item slots.,,Uso: Encuentra y equipa un objeto al azar en uno de los espacios de objeto vacíos.,Utilisation&nbsp;: trouvez et équipez un objet aléatoire dans l'un de vos emplacements d'objet vides.,Benutzen: Finde einen zufälligen Gegenstand und rüste ihn aus.,Uso: Trova ed equipaggia un oggetto casuale in uno dei tuoi slot oggetto vuoti.,Uso: encontre e equipe um item aleatório em de seus espaços vazios de itens.,"使用：
在你的一个空物品栏内找到并装备一个随机物品。"
,,,,,,,,
ITEM_UNSTABLEDNA_NAME,Unstable DNA,,ADN inestable,ADN instable,Instabile DNA,DNA Instabile,DNA Instável,不稳定的DNA
ITEM_UNSTABLEDNA_DESC,"Use: Gain 6 random stat ups and 3 random stat downs, then gain 3 Mutations at the end of combat.",,"Uso: Obtiene 6 aumentos de atributo al azar y 3 reducciones de atributo al azar. Luego, obtiene 3 mutaciones al final del combate.","Utilisation&nbsp;: vous obtenez 6&nbsp;hausses de stats aléatoires et 3&nbsp;baisses de stats aléatoires, puis 3&nbsp;mutations à la fin du combat.",Benutzen: Erhalte am Ende des Kampfes 6&nbsp;Boni und 3&nbsp;Malusse auf zufällige Attribute. Erhalte anschließend 3&nbsp;Mutationen.,"Uso: Ottieni 6 potenziamenti casuali alle statistiche e 3 riduzioni casuali alle statistiche, poi ottieni 3 Mutazioni alla fine del combattimento.","Uso: obtenha 6 atributos aleatórios aumentados e 3 atributos aleatórios diminuídos, e então obtenha 3 mutações no final do combate.","使用：
获得6个随机属性提升和3个随机属性下降，战斗结束时获得3个突变。"
ITEM_REDPILL_NAME,Red Pill,,Pastilla roja,Pilule rouge,Rote Pille,Pillola Rossa,Pílula Vermelha,红色药丸
ITEM_REDPILL_DESC,"Use: 50% chance to get Chungus (+4 [img:con]), otherwise take 8 damage.",see DISORDER_CHUNGUS_NAME,"Uso: 50 % de probabilidad de sufrir chungus (+4 [img:con]); si no, sufre 8 de daño.","Utilisation&nbsp;: 50&nbsp;% de chances d'obtenir le trouble Énorme ([img:con] +4). Dans le cas contraire, vous subissez 8 dégâts.","Benutzen: 50%ige Wahrscheinlichkeit, Fettmops (+4&nbsp;[img:con]) zu erhalten. Erleide sonst 8&nbsp;Schaden.","Uso: 50% di probabilità di ottenere Tracagnotto (+4 [img:con]), altrimenti subisci 8 di danno.","Uso: 50% de chance de obter enormidade (+4 de [img:con]), ou então sofra 8 de dano.","使用：
50%几率获得大块头（+4 [img:con]），否则受到8点伤害。"
DISORDER_CHUNGUS_NAME,Chungus,slang for something big and/or fat,Chungus,Énorme,Fettmops,Tracagnotto,Enormidade,大块头
DISORDER_CHUNGUS_DESC,,purposely empty,,,,,,
,,,,,,,,
QEVENT_MEATALTAR_REW2B,"{Catname} lies sacrificed on top of the altar. The altar is pleased.

The remaining cats feel strengthened, and one of them begrudgingly pulls on {catname}'s corpse, salvaging it for useful parts.
","(just the same text as the other one minus the ""its pleased but not satisfied"" for after the altar's main desire has been completed)","El cuerpo sacrificado de {Catname} yace sobre el altar, que está conforme.

Los otros gatos se sienten fortalecidos. A regañadientes, uno de ellos coge el cadáver de {catname} en busca de algo que pueda aprovecharse.
","{Catname} s'est fait sacrifier sur l'autel. Celui-ci est satisfait.

Les chats restants se sentent plus forts, et l'un d'eux, à contrecœur, dépiaute le cadavre pour en tirer des pièces utiles.","{Catname} liegt als Opfer auf dem Altar. Der Altar ist besänftigt.

Die verbleibenden Katzen fühlen sich stärker. Eine von ihnen durchsucht zögerlich die Leiche von {catname} und nimmt alles Nützliche mit.
","{Catname} giace in cima all'altare dopo il sacrificio. L'altare è compiaciuto.

I gatti rimasti si sentono rinvigoriti, e uno di loro tira via il cadavere di {catname} a malincuore, recuperando le parti ancora utili.","{Catname} jaz sobre o altar após seu sacrifício. O altar foi agraciado.

Os gatos restantes se sentem fortalecidos, e um deles relutantemente puxa o corpo de {catname}, recuperando-o para salvar suas partes úteis.","{Catname} 躺在祭坛顶端被献祭。祭坛感到满意。

剩下的猫们感到力量增强，其中一只勉强拉扯着 {catname} 的尸体，回收有用的部分。"
QEVENT_MEATALTAR_REW2B_M,,,,,,,,
QEVENT_MEATALTAR_REW2B_F,,,,,,,,
QEVENT_MEATALTAR_REW2B_N,,,,,,,,
QEVENT_MEATALTAR_REW3B,"{Catname} lies sacrificed on top of the altar. The altar is pleased.

The remaining cats feel great though!
","(just the same text as the other one minus the ""its pleased but not satisfied"" for after the altar's main desire has been completed)","El cuerpo sacrificado de {Catname} yace sobre el altar, que está conforme

Eso sí, ¡los otros gatos se sienten genial!
","{Catname} s'est fait sacrifier sur l'autel. Celui-ci est satisfait.

À part ça, les autres chats pètent le feu&nbsp;!","{Catname} liegt als Opfer auf dem Altar. Der Altar ist besänftigt.

Die verbleibenden Katzen fühlen sich großartig!
","{Catname} giace in cima all'altare dopo il sacrificio. L'altare è compiaciuto.

Gli altri gatti però si sentono alla grande!","{Catname} jaz sobre o altar após seu sacrifício. O altar foi agraciado.

Os gatos restantes estão se sentindo ótimos!","{Catname} 躺在祭坛顶端被献祭。祭坛感到满意。

剩下的猫们感觉非常好！"
QEVENT_MEATALTAR_REW3B_M,,,,,,,,
QEVENT_MEATALTAR_REW3B_F,,,,,,,,
QEVENT_MEATALTAR_REW3B_N,,,,,,,,
,,,,,,,,
CUTSCENE_OBELISK1_CORE_POPUP,"One obelisk is raised, but the one on the moon remains buried.",,"Se eleva un obelisco, pero el que está en la luna permanece enterrado.","Un obélisque est érigé, mais celui sur la lune reste enterré.","Ein Obelisk wurde errichtet, doch sein Gegenstück auf dem Mond bleibt vergraben.","Un obelisco si innalza, ma quello sulla luna rimane sepolto.","Um obelisco é erguido, mas o da Lua permanece enterrado.",一座方尖碑被竖起，但月球上的那座仍埋藏着。
CUTSCENE_OBELISK1_MOON_POPUP,"One obelisk is raised, but the one in the core remains buried.",,"Se eleva un obelisco, pero el que está en el núcleo permanece enterrado.","Un obélisque est érigé, mais celui dans le noyau reste enterré.","Ein Obelisk wurde errichtet, doch sein Gegenstück im Kern bleibt vergraben.","Un obelisco si innalza, ma quello nel nucleo rimane sepolto.","Um obelisco é erguido, mas o do Núcleo permanece enterrado.",一座方尖碑被竖起，但核心中的那座仍埋藏着。
CUTSCENE_OBELISK2_POPUP,"Both obelisks have connected, but still await activation.",,"Ambos obeliscos se han conectado, pero aún hay que activarlos.","Les deux obélisques sont connectés, mais attendent encore d'être activés.",Die Obelisken wurden verbunden. Sie warten auf ihre Aktivierung.,"Entrambi gli obelischi sono collegati, ma attendono ancora di essere attivati.","Os obeliscos estão conectados, porém ainda aguardam sua ativação.",两座方尖碑已经连接，但仍待激活。
,,,,,,,,
NPCOFFICE_NAME_BEANIES,Dr. Beanies's Lab,,Laboratorio del Dr. Beanies,Labo du Dr Beanies,Dr. Beanies Labor,Laboratorio del Dottor Beanies,Laboratório do Dr. Beanies,Beanies博士的实验室
NPCOFFICE_NAME_BUTCH,Butch's Hideout,,Guarida de Butch,Planque de Butch,Unterschlupf von Butch,Nascondiglio di Butch,Esconderijo de Butch,Butch的藏身处
NPCOFFICE_NAME_TINK,Tink's Trailer,,Caravana de Tink,Caravane de Tink,Tinks Wohnwagen,Roulotte di Tink,Trailer de Tink,Tink的拖车
NPCOFFICE_NAME_FRANK,Frank's Sewer,,Alcantarilla de Frank,Égouts de Frank,Franks Kanalisation,Fogna di Frank,Esgoto de Frank,Frank的下水道
NPCOFFICE_NAME_JACK,Jack's Shack,,Chabola de Jack,Taudis de Jack,Jacks Hütte,Baracca di Jack,Cabana de Jack,Jack的小屋
NPCOFFICE_NAME_TRACY,P Mart,,MercaMascota,Patoune Market,P-Markt,P Mart,P Mart,P 商店
NPCOFFICE_NAME_ORGANGRINDER,{organname}'s Box,,Caja de {organname},Boîte ({organname}),Box von {organname},Scatola di {organname},Caixa de {organname},{organname}的盒子
NPCOFFICE_NAME_STEVEN,The Box,,La Caja,La Boîte,Die Box,La Scatola,A Caixa,盒子
,,,,,,,,
NPCMAP_NAME_HOME,Home,,Casa,Maison,Haus,Casa,Casa,家
NPCMAP_NAME_TRASH,Trash,,Basura,Poubelle,Müll,Spazzatura,Lixo,垃圾
NPC_NAME_BEANIES,Dr. Beanies,,Dr. Beanies,Dr Beanies,Dr. Beanies,Dr. Beanies,Dr. Beanies,Beanies博士
NPC_NAME_BUTCH,Butch,,Butch,Butch,Butch,Butch,Butch,布奇
NPC_NAME_TINK,Tink,,Tink,Tink,Tink,Tink,Tink,丁克
NPC_NAME_FRANK,Frank,,Frank,Franck,Frank,Frank,Frank,弗兰克
NPC_NAME_JACK,Baby Jack,,Bebé Jack,Bébé Jack,Baby Jack,Baby Jack,Bebê Jack,小杰克
NPC_NAME_TRACY,Tracy,,Tracy,Tracy,Tracy,Tracy,Tracy,特蕾西
NPC_NAME_ORGANGRINDER,{organname},,{organname},{organname},{organname},{organname},{organname},{organname}
NPC_NAME_STEVEN,Steven,,Steven,Steven,Steven,Steven,Steven,史蒂文
,,,,,,,,
NPC_MORETIPS_BUTTON,Another Tip!,,¡Otro consejo!,Une autre astuce&nbsp;!,Noch ein Tipp!,Un altro consiglio!,Outra dica!,另一个提示！
,,,,,,,,
KEYWORD_TRAMPLE_NAME,Trample,,Pisotón,Piétinement,Trampel,Calpestamento,Atropelamento,践踏
KEYWORD_TRAMPLE_DESC_STACKLESS,"You can move through other units, damaging and displacing them.",,Se puede mover sobre otras unidades; les inflige daño y las desplaza.,"Vous pouvez traverser les autres unités, en leur infligeant des dégâts et en les repoussant.",Du kannst dich durch andere Einheiten bewegen. Dabei stößt du sie zur Seite und fügst ihnen Schaden zu.,"Puoi muoverti attraverso le altre unità, infliggendo danno e spostandole.","Você pode se mover através de unidades, deslocando-as e causando dano.",你可以穿过其他单位，对它们造成伤害并将其位移。
,,,,,,,,
COMBAT_POPUP_QUESTFAILED,Quest Failed!,,¡Fracaso en la misión!,Échec de la quête&nbsp;!,Quest fehlgeschlagen!,Missione fallita!,A missão falhou!,任务失败！
,,,,,,,,
CREDITS_THANKSFORPLAYING,"thanks for playing
MEWGENICS!","(in the credits roll: ed's handwriting font uses smallcaps for lowercase, so all-lowercase lines are correct)","¡Gracias por jugar a
MEWGENICS!","Merci d'avoir joué à
MEWGENICS&nbsp;!","vielen dank, dass du
MEWGENICS
gespielt hast!","Grazie per aver giocato a
MEWGENICS!","obrigado por jogar
MEWGENICS!","感谢游玩
MEWGENICS！"
CREDITS_AGAMEBY,a game by,the credits roll is a big animation with a lot of separate text boxes in it. boxes with only names are not included in this sheet,Un juego de,Un jeu de,ein spiel von,un gioco di,um jogo por,一款游戏，由
CREDITS_EDLINE,art + design,,Arte y diseño,Art et conception,kunst + design,grafica + design,arte + design,美术 + 设计
CREDITS_TYLERLINE,programming + design,,Programación y diseño,Programmation et conception,programmierung + design,programmazione + design,programação + design,程序 + 设计
CREDITS_RIDCULONLINE,"Featuring Music by...
RIDICULON!",,"¡Con música de
RIDICULON!","Avec la musique de...
RIDICULON&nbsp;!","Mit Musik von&nbsp;…
RIDICULON!","Con musiche di...
RIDICULON!","Apresentando a música de...
RIDICULON!","音乐来自...
RIDICULON！"
CREDITS_JOEYLINE,Sound Effects by,,Efectos de sonido de,Effets sonores,Soundeffekte von,Effetti sonori di,Efeitos sonoros por,音效由
CREDITS_EDITING,Editing by,,Edición de,Édition,Editing von,Editing di,Edição por,剪辑者
CREDITS_AND,and,,y,et,und,e,e,和
CREDITS_ANIMATIONLINEA,animation by,,Animación de,Animation,animationen von,animazioni di,animação por,动画由
CREDITS_ANIMATIONLINEB,additional animation by,,Animación adicional de,Animation supplémentaire,weitere animationen von,animazioni aggiuntive di,animação adicional por,额外动画由
CREDITS_ADDITIONALANIMATIONS,Kaylan Peattie and Tina Tomar,"(this is here because theres an ""and"" in the middle of the line)",Kaylan Peattie y Tina Tomar,Kaylan Peattie et Tina Tomar,Kaylan Peattie und Tina Tomar,Kaylan Peattie e Tina Tomar,Kaylan Peattie e Tina Tomar,Kaylan Peattie 和 Tina Tomar
CREDITS_ARTA,art by,,Arte de,Art,kunst von,grafica di,arte por,美术由
CREDITS_ARTB,additional art by,,Arte adicional de,Art supplémentaire,weitere kunst von,grafica aggiuntiva di,arte adicional por,额外美术由
CREDITS_PROGRAMMINGB,additional programming by,,Programación adicional de,Programmation supplémentaire,weitere programmierung von,programmazione aggiuntiva di,programação adicional por,额外编程由
CREDITS_CHARACTERSHEADER,Also Featuring...,,Y con...,Mais aussi...,Featuring&nbsp;…,Con la partecipazione di...,Com a participação de...,另有...
CREDITS_CHARACTER_BEANIES,Dr. Thomas A. Beanies,,Dr. Thomas A. Beanies,Dr Thomas A. Beanies,Dr. Thomas A. Beanies,Dottor Thomas A. Beanies,Dr. Thomas A. Beanies,Thomas A. Beanies 博士
CREDITS_CHARACTER_STACY,Stacy #{stacy_number},,Stacy {stacy_number},Stacy #{stacy_number},Stacy #{stacy_number},Stacy #{stacy_number},Stacy #{stacy_number},斯泰西 #{stacy_number}
CREDITS_CHARACTER_BUTCH,Butch,,Butch,Butch,Butch,Butch,Butch,布奇
CREDITS_CHARACTER_TINK,Ferguson Rodney Tinkles,,Ferguson Rodney Tinkles,Ferguson Rodney Tinkles,Ferguson Rodney Tinkles,Ferguson Rodney Tinkles,Ferguson Rodney Tinkles,费格森·罗德尼·廷克尔
CREDITS_CHARACTER_FRANK,Frank,,Frank,Franck,Frank,Frank,Frank,弗兰克
CREDITS_CHARACTER_BABYJACK,Jackie Dustin Nickel,,Jackie Dustin Nickel,Jackie Dustin Nickel,Jackie Dustin Nickel,Jackie Dustin Nickel,Jackie Dustin Nickel,杰基·达斯廷·尼克尔
CREDITS_CHARACTER_TRACY,Tracy Newkirk,,Tracy Newkirk,Tracy Newkirk,Tracy Newkirk,Tracy Newkirk,Tracy Newkirk,特雷西·纽基尔克
CREDITS_CHARACTER_ORGANGRINDER,{organname},,{organname},{organname},{organname},{organname},{organname},{organname}
CREDITS_CHARACTER_STEVEN,Steven,,Steven,Steven,Steven,Steven,Steven,史蒂文
CREDITS_CHARACTER_HEADERB,And Featuring...,,Y con...,Ainsi que...,Und&nbsp;…,E con...,E também...,并且还包括...
CREDITS_CHARACTER_PLAYERCHARACTER,"You as
Magdalene O. Moriah",,"Tú, como
Magdalene O. Moriah","Vous-même, dans le rôle de
Magdalene O. Moriah","Du als
Magdalene O. Moriah","Te, nel ruolo di
Magdalene O. Moriah","Você, como
Magdalene O. Moriah","你作为
Magdalene O. Moriah"
CREDITS_MEOWS,featuring meows from,,Con maullidos de,Miaulements de,mit katzenstimmen von,con miagolii di,com miados de,包含来自的喵声
CREDITS_TESTERS,testers,,Testers,Testeurs,tester,tester,testes,测试人员
CREDITS_MUSICGUESTS,special musical guests,,Invitados musicales especiales,Invités musicaux,special guests (musik),ospiti musicali speciali,convidados musicais especiais,特别音乐嘉宾
CREDITS_LOCALIZATION,Localization by Warlocs,,Localización de Warlocs,Localisation par Warlocs,Lokalisierung von den Warlocs,Localizzazione a cura di Warlocs,Localização por Warlocs,本地化由 Warlocs 负责
CREDITS_LOCALIZATION_GERMAN,"Deutsch:
Simon Dehne",doing loc credits like this cause this is the easiest way to get special characters into the credits roll. dont add extra lines without telling us so we can resize the text boxes in the credits roll art,"Deutsch:
Simon Dehne","Allemand&nbsp;:
Simon Dehne","Deutsch:
Simon Dehne","Deutsch:
Simon Dehne","Alemão:
Simon Dehne","Deutsch:
Simon Dehne"
CREDITS_LOCALIZATION_FRENCH,"Français:
Kevin Malchere
Alexis Barroso
Cecile Gindrat
Elina Macon",,"Français:
Kévin Malchère
Alexis Barroso
Cécile Gindrat
Elina Mâcon","Français&nbsp;:
Kévin Malchère
Alexis Barroso
Cécile Gindrat
Elina Mâcon","Français:
Kévin Malchère
Alexis Barroso
Cécile Gindrat
Elina Mâcon","Français:
Kévin Malchère
Alexis Barroso
Cécile Gindrat
Elina Mâcon","Francês:
Kévin Malchère
Alexis Barroso
Cécile Gindrat
Elina Mâcon","Français:
Kevin Malchere
Alexis Barroso
Cecile Gindrat
Elina Macon"
CREDITS_LOCALIZATION_ITALIAN,"Italiano:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo",,"Italiano:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo","Italien&nbsp;:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo","Italiano:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo","Italiano:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo","Italiano:
Carlo De Rensis
Juny Gentile
Stefano Rossitto
Cristiano Caliendo","Italiano:
Carlo De Rensis
Juny Gentile"
CREDITS_LOCALIZATION_SPANISH,"Español:
Xavi Vernet Diaz
Sebastian Sorroche Jurado
Ana Avalos Reyes",,"Español:
Xavi Vernet Díaz
Sebastián Sorroche Jurado
Ana Ávalos Reyes","Espagnol&nbsp;:
Xavier Vernet Díaz
Sebastián Sorroche Jurado
Ana Ávalos Reyes","Español:
Xavi Vernet Díaz
Sebastián Sorroche Jurado
Ana Ávalos Reyes","Español:
Xavi Vernet Díaz
Sebastián Sorroche Jurado
Ana Ávalos Reyes","Espanhol:
Xavi Vernet Díaz
Sebastián Sorroche Jurado
Ana Ávalos Reyes","Español:
Xavi Vernet Diaz
Sebastian Sorroche Jurado
Ana Avalos Reyes"
CREDITS_LOCALIZATION_BRPORTUGESE,"Português (Brasil):
Romulo Wehling",,"Português (Brasil):
Rômulo Wehling","Portugais du Brésil&nbsp;:
Romulo Wehling","Português (Brasil):
Rômulo Wehling","Português (Brasil):
Rômulo Wehling","Português (Brasil):
Rômulo Wehling","Português (Brasil):
Romulo Wehling"
CREDITS_LOCALIZATION_MARKETING,Marketing Support by Guillotine,,Ayuda de marketing de Guillotine,Support commercial par Guillotine,Marketing Support von Guillotine,Supporto marketing di Guillotine,Suporte de marketing por Guillotine,市场支持由 Guillotine 提供
CREDITS_TOOLSA,level editor made by - joshua robertson,,Editor de niveles de joshua robertson,Éditeur de niveaux créé par Joshua Robertson,level editor programmiert von – joshua robertson,editor dei livelli realizzato da - joshua robertson,editor de níveis criado por - joshua robertson,关卡编辑器制作 - joshua robertson
CREDITS_TOOLSB,additional tools made by,,Herramientas adicionales de,Outils supplémentaires,zusätzliche tools von,strumenti aggiuntivi realizzati da,ferramentas adicionais criadas por,附加工具制作
CREDITS_TECH,Open Source Code Used,,Con código abierto,Code libre utilisé,Verwendung von Open Source Code,codice open source utilizzato,Códigos open source utilizados,使用开源代码
CREDITS_THANKS,special thanks,,Agradecimientos especiales,Remerciements,special thanks,ringraziamenti speciali,agradecimentos especiais,特别感谢
CREDITS_END,"THANKS
FOR PLAYING!",,"¡GRACIAS
POR JUGAR!","MERCI
D'AVOIR JOUÉ&nbsp;!","DANKE
FÜRS SPIELEN!","GRAZIE
PER AVER GIOCATO!","OBRIGADO
POR JOGAR!","感谢
游玩！"
,,,,,,,,
SEASON_NAME_SPRING,Spring,,Primavera,Printemps,Frühling,Primavera,Primavera,春季
SEASON_NAME_SUMMER,Summer,,Verano,Été,Sommer,Estate,Verão,夏季
SEASON_NAME_FALL,Fall,,Otoño,Automne,Herbst,Autunno,Outono,秋季
SEASON_NAME_WINTER,Winter,,Invierno,Hiver,Winter,Inverno,Inverno,冬季
